DATE,BITCOIN,ETHEREUM,BINANCE-COIN,SOLANA
2010-07-18,,,,
2010-07-19,-0.05871388630009322,,,
2010-07-20,-0.07505284653465338,,,
2010-07-21,0.05963854236788757,,,
2010-07-22,-0.2616788937790604,,,
2010-07-23,0.036311248754911984,,,
2010-07-24,-0.09989409645062197,,,
2010-07-25,-0.07332929959662626,,,
2010-07-26,0.1080196483541358,,,
2010-07-27,0.046821785714285635,,,
2010-07-28,0.0049312527954512575,,,
2010-07-29,0.1865336074186359,,,
2010-07-30,-0.07500171673819744,,,
2010-07-31,0.04467270402852708,,,
2010-08-01,-0.09542858327238701,,,
2010-08-02,-0.018003273322422353,,,
2010-08-03,0.00020250000000010537,,,
2010-08-04,-0.04992938929866697,,,
2010-08-05,0.06987925097227454,,,
2010-08-06,0.011005245901639427,,,
2010-08-07,-0.04325138492252156,,,
2010-08-08,0.03213428931452911,,,
2010-08-09,0.15599343185550074,,,
2010-08-10,-0.01507485795454555,,,
2010-08-11,-0.03372905733923881,,,
2010-08-12,0.044776119402985204,,,
2010-08-13,-0.07857142857142863,,,
2010-08-14,0.03870434108527121,,,
2010-08-15,-0.028038807440933677,,,
2010-08-16,0.005867354813029246,,,
2010-08-17,0.06870229007633588,,,
2010-08-18,-0.02857142857142858,,,
2010-08-19,-0.019117647058823684,,,
2010-08-20,-0.01799100449775104,,,
2010-08-21,0.013740458015267132,,,
2010-08-22,-0.007093524096385417,,,
2010-08-23,-0.01545587153693706,,,
2010-08-24,0.001386535202588357,,,
2010-08-25,-0.0030769230769231992,,,
2010-08-26,-0.011186574074073974,,,
2010-08-27,0.014434466050858186,,,
2010-08-28,-0.006153846153846065,,,
2010-08-29,-0.009287925696594423,,,
2010-08-30,0.015156249999999982,,,
2010-08-31,-0.0764968446975528,,,
2010-09-01,0.03374716666666666,,,
2010-09-02,0.02217128204946306,,,
2010-09-03,-0.04022082018927442,,,
2010-09-04,0.021828759244042706,,,
2010-09-05,-0.008496214433721838,,,
2010-09-06,-0.0008110300081103361,,,
2010-09-07,-0.005858441558441618,,,
2010-09-08,-0.0039046936010838085,,,
2010-09-09,0.0018847540983606414,,,
2010-09-10,-0.0016927112947939804,,,
2010-09-11,0.04276798873393095,,,
2010-09-12,-0.03333592158295251,,,
2010-09-13,0.011056910569105627,,,
2010-09-14,-0.0030556449018976917,,,
2010-09-15,-0.025649298273915155,,,
2010-09-16,0.024834437086092676,,,
2010-09-17,-0.030686106623586284,,,
2010-09-18,0.016657686190438614,,,
2010-09-19,0.02786885245901649,,,
2010-09-20,-0.009541626794258407,,,
2010-09-21,0.008828416079807111,,,
2010-09-22,-0.012260654429369522,,,
2010-09-23,0.0043896540295242925,,,
2010-09-24,0.0007479867186905853,,,
2010-09-25,-0.002893890675241151,,,
2010-09-26,-0.00032247662044504466,,,
2010-09-27,0.003232903225806494,,,
2010-09-28,-0.004767490390743312,,,
2010-09-29,9.853983351626461e-05,,,
2010-09-30,-0.0001615247940559561,,,
2010-10-01,0.0011843295638125362,,,
2010-10-02,-0.009250917854799035,,,
2010-10-03,-0.005458143322475628,,,
2010-10-04,0.0037600997103570677,,,
2010-10-05,0.0017215253314817325,,,
2010-10-06,0.02296416938110757,,,
2010-10-07,0.06670912275115426,,,
2010-10-08,0.2604941791044775,,,
2010-10-09,0.11067549791831222,,,
2010-10-10,0.035673773987206836,,,
2010-10-11,-0.02209247505306433,,,
2010-10-12,-0.001052631578947416,,,
2010-10-13,0.10501148577449948,,,
2010-10-14,-0.02732631361726956,,,
2010-10-15,0.02941176470588247,,,
2010-10-16,-0.03809523809523796,,,
2010-10-17,0.009900990099009688,,,
2010-10-18,0.0039215686274511885,,,
2010-10-19,-0.04741318359375013,,,
2010-10-20,0.014917337033236722,,,
2010-10-21,0.08080808080808066,,,
2010-10-22,-0.0420560747663552,,,
2010-10-23,0.020062634146341463,,,
2010-10-24,0.09998027859025771,,,
2010-10-25,0.20962133727501953,,,
2010-10-26,0.08540521734880069,,,
2010-10-27,0.2430463576158941,,,
2010-10-28,-0.07778369738945123,,,
2010-10-29,0.09763142692085491,,,
2010-10-30,0.040055473684210474,,,
2010-10-31,-0.025861677216205137,,,
2010-11-01,0.0105197922077922,,,
2010-11-02,-0.0037273346683455166,,,
2010-11-03,-0.003611971104231171,,,
2010-11-04,0.18733899533920262,,,
2010-11-05,0.13013729878108027,,,
2010-11-06,0.5475225598032916,,,
2010-11-07,-0.15208227395573315,,,
2010-11-08,-0.28475108823529416,,,
2010-11-09,-0.10655253993642622,,,
2010-11-10,0.056505214714283714,,,
2010-11-11,-0.028097310330097214,,,
2010-11-12,0.20215150156880335,,,
2010-11-13,0.02908277404921722,,,
2010-11-14,0.011014492753623095,,,
2010-11-15,-0.03789936926605497,,,
2010-11-16,-0.16190055029982364,,,
2010-11-17,0.07528591111111105,,,
2010-11-18,0.11208785276870858,,,
2010-11-19,0.034313111692473086,,,
2010-11-20,0.01698214093212136,,,
2010-11-21,-0.022139952813968522,,,
2010-11-22,0.02981029810298086,,,
2010-11-23,-0.007192982456140307,,,
2010-11-24,-0.00015642339635968394,,,
2010-11-25,-0.010271053531823005,,,
2010-11-26,0.01571428571428557,,,
2010-11-27,-0.00492264416315058,,,
2010-11-28,-0.0411354063604239,,,
2010-11-29,-0.15035163054301426,,,
2010-11-30,-0.09697914802541607,,,
2010-12-01,0.09269932756964461,,,
2010-12-02,0.1208791208791209,,,
